,Unnamed: 0,Age,Married,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Long Distance Charges
175,175,57,No,,Yes,5.61,No,DSL,24.0,No,No,No,No,Yes,No,No,Month-to-Month,No,Mailed Check,54.85,370.4,39.27
176,176,53,Yes,,No,,,DSL,53.0,Yes,No,Yes,Yes,Yes,No,No,Two Year,No,Mailed Check,48.9,3527.0,0.0
177,177,26,Yes,Offer E,Yes,28.77,Yes,Fiber Optic,19.0,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.8,371.9,115.08
178,178,75,Yes,,Yes,23.54,No,Fiber Optic,7.0,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,72.25,2575.45,870.98
179,179,67,Yes,Offer E,No,,,DSL,20.0,No,No,No,No,Yes,No,No,Month-to-Month,Yes,Credit Card,36.45,93.7,0.0
180,180,54,No,Offer E,Yes,20.86,No,Fiber Optic,8.0,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,96.5,492.55,104.3
181,181,32,Yes,,Yes,28.64,Yes,Fiber Optic,52.0,Yes,No,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,101.15,6638.35,1775.68
182,182,31,Yes,Offer A,Yes,45.32,Yes,Fiber Optic,11.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,110.9,7922.75,3263.04
183,183,41,No,Offer B,Yes,1.7,No,Fiber Optic,28.0,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,68.85,2958.95,74.8
184,184,77,Yes,,Yes,40.9,Yes,Fiber Optic,8.0,Yes,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,105.05,5163.3,2045.0
185,185,38,Yes,Offer B,Yes,22.14,Yes,DSL,2.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,86.1,4890.5,1284.12
186,186,28,Yes,Offer E,Yes,24.83,Yes,Cable,82.0,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,48.95,273.25,148.98
187,187,60,No,Offer B,Yes,14.52,Yes,Fiber Optic,27.0,No,No,Yes,No,No,Yes,Yes,Month-to-Month,No,Credit Card,89.2,5500.6,885.72
188,188,25,No,Offer A,Yes,28.4,Yes,Fiber Optic,76.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,113.15,7993.3,2016.4
189,189,38,Yes,Offer B,Yes,9.91,No,Cable,19.0,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,78.8,3597.5,445.95
190,190,36,Yes,,Yes,25.16,Yes,Cable,26.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,85.3,5560.0,1710.88
191,191,61,Yes,,Yes,7.83,No,,,,,,,,,,Two Year,No,Credit Card,20.0,1374.2,516.78
192,192,39,No,Offer D,Yes,8.95,No,,,,,,,,,,One Year,No,Bank Withdrawal,20.15,390.85,161.1
193,193,31,No,Offer E,No,,,Cable,52.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,57.2,223.75,0.0
194,194,56,No,,Yes,4.9,Yes,,,,,,,,,,Two Year,No,Credit Card,25.75,1654.75,318.5
195,195,33,Yes,,Yes,18.47,No,DSL,30.0,No,No,No,No,Yes,No,No,Month-to-Month,No,Credit Card,55.95,1082.8,332.46
196,196,31,Yes,,Yes,34.66,No,,,,,,,,,,One Year,Yes,Bank Withdrawal,19.05,761.85,1455.72
197,197,48,Yes,,Yes,4.14,Yes,Fiber Optic,30.0,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.95,381.3,16.56
198,198,33,No,Offer E,Yes,49.76,No,Fiber Optic,3.0,No,No,No,No,Yes,No,No,Month-to-Month,No,Bank Withdrawal,79.25,267.6,149.28
199,199,58,No,,Yes,20.93,No,Fiber Optic,11.0,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,105.85,5826.65,1130.22
200,200,65,Yes,Offer A,No,,,Cable,9.0,No,Yes,Yes,No,Yes,No,No,One Year,No,Bank Withdrawal,45.55,3027.25,0.0
201,201,27,No,,Yes,47.79,No,,,,,,,,,,One Year,Yes,Bank Withdrawal,19.65,351.55,812.43
202,202,53,Yes,,Yes,26.03,No,,,,,,,,,,One Year,No,Credit Card,19.6,678.8,885.02
203,203,71,No,Offer E,Yes,42.93,No,Fiber Optic,9.0,No,No,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,92.1,729.95,343.44
204,204,31,No,,Yes,37.81,No,,,,,,,,,,Month-to-Month,No,Bank Withdrawal,19.25,617.65,1323.35
205,205,56,Yes,,Yes,29.5,Yes,,,,,,,,,,Two Year,No,Credit Card,25.15,1509.9,1711.0
206,206,40,No,Offer D,Yes,4.67,No,Fiber Optic,28.0,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,69.0,994.8,70.05
207,207,35,No,Offer D,Yes,4.15,No,Cable,18.0,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,44.35,927.15,83.0
208,208,71,No,,Yes,30.05,No,Fiber Optic,11.0,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,69.05,318.5,150.25
209,209,62,No,Offer A,No,,,DSL,11.0,Yes,Yes,Yes,Yes,No,No,No,Two Year,Yes,Bank Withdrawal,44.6,3058.15,0.0
210,210,33,No,,No,,,DSL,25.0,No,Yes,No,Yes,Yes,No,No,Two Year,No,Credit Card,45.25,2933.95,0.0
211,211,53,No,,Yes,43.72,Yes,Fiber Optic,21.0,No,No,Yes,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,91.85,257.05,131.16
212,212,56,Yes,,Yes,42.26,No,Fiber Optic,2.0,No,No,No,Yes,No,Yes,Yes,Month-to-Month,No,Credit Card,85.9,2196.45,1098.76
213,213,74,Yes,Offer A,Yes,28.72,Yes,Fiber Optic,25.0,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,114.85,8317.95,2067.84
214,214,58,No,Offer D,Yes,20.41,Yes,Fiber Optic,11.0,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,86.0,1532.45,387.79
215,215,20,Yes,Offer B,Yes,44.79,Yes,Fiber Optic,52.0,No,No,Yes,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,101.25,5301.1,2329.08
216,216,46,No,,Yes,24.66,Yes,Fiber Optic,22.0,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,84.9,3067.2,887.76
217,217,32,Yes,,Yes,26.85,No,,,,,,,,,,Two Year,Yes,Credit Card,20.15,1411.2,1879.5
218,218,58,Yes,,Yes,17.33,No,,,,,,,,,,Two Year,No,Bank Withdrawal,19.55,1463.45,1247.76
219,219,57,Yes,Offer A,Yes,7.91,No,,,,,,,,,,One Year,Yes,Bank Withdrawal,20.85,1327.4,529.97
220,220,27,Yes,,Yes,13.11,Yes,DSL,51.0,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,79.2,1742.75,288.42
221,221,34,No,,Yes,44.69,No,,,,,,,,,,Two Year,Yes,Credit Card,20.55,945.7,2100.43
222,222,66,Yes,,Yes,15.6,No,Fiber Optic,19.0,No,No,Yes,Yes,Yes,No,No,Two Year,No,Bank Withdrawal,90.0,3371.75,577.2
223,223,59,No,,Yes,43.01,No,Cable,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,85.35,2530.4,1290.3
224,224,69,Yes,,Yes,33.74,Yes,Fiber Optic,6.0,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,93.2,2931.0,1079.68
225,225,34,No,,Yes,7.1,Yes,Fiber Optic,10.0,No,No,Yes,No,Yes,No,No,Two Year,Yes,Bank Withdrawal,89.55,5231.2,426.0
226,226,36,No,Offer D,Yes,6.86,No,DSL,8.0,No,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card,53.9,834.15,109.76
227,227,63,Yes,,Yes,2.8,Yes,Fiber Optic,20.0,No,Yes,Yes,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,90.55,5116.6,156.8
228,228,71,No,,Yes,20.83,Yes,Fiber Optic,19.0,No,No,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,99.05,3395.8,729.05
229,229,31,No,,Yes,20.86,No,DSL,3.0,Yes,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,49.4,874.8,375.48
230,230,28,Yes,,Yes,12.87,No,,,,,,,,,,Two Year,No,Bank Withdrawal,19.4,1496.45,926.64
231,231,60,Yes,Offer B,Yes,18.64,No,,,,,,,,,,Two Year,No,Bank Withdrawal,20.2,1027.25,894.72
232,232,22,Yes,Offer C,Yes,1.71,Yes,,,,,,,,,,One Year,No,Credit Card,24.15,800.3,56.43
233,233,48,Yes,Offer E,Yes,35.71,No,Cable,3.0,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,80.0,80.0,35.71
234,234,36,No,,Yes,23.5,Yes,Fiber Optic,22.0,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,75.65,302.35,94.0
235,235,70,No,,Yes,16.85,No,Fiber Optic,30.0,No,No,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,84.6,865.55,168.5
236,236,54,No,Offer B,Yes,30.82,Yes,,,,,,,,,,Two Year,No,Credit Card,24.0,1183.05,1479.36
237,237,69,No,Offer E,No,,,DSL,21.0,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,25.05,25.05,0.0
238,238,33,No,,Yes,5.16,No,DSL,16.0,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,44.55,480.6,61.92
239,239,27,Yes,,Yes,25.32,No,DSL,30.0,Yes,Yes,Yes,No,No,No,No,Month-to-Month,No,Credit Card,61.0,2130.45,886.2
240,240,76,No,Offer E,Yes,12.96,No,Fiber Optic,20.0,No,Yes,Yes,Yes,No,Yes,No,Month-to-Month,Yes,Credit Card,95.1,180.25,25.92
241,241,39,No,,Yes,6.61,No,,,,,,,,,,One Year,Yes,Credit Card,20.25,865.0,271.01
242,242,77,Yes,,Yes,47.64,No,Fiber Optic,25.0,No,Yes,Yes,Yes,Yes,No,No,One Year,Yes,Bank Withdrawal,94.0,4871.45,2524.92
243,243,43,Yes,,Yes,6.68,No,Fiber Optic,25.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,110.5,5835.5,354.04
244,244,59,No,,Yes,33.88,No,Fiber Optic,6.0,No,Yes,Yes,Yes,No,Yes,Yes,One Year,Yes,Credit Card,94.45,5042.75,1795.64
245,245,60,Yes,Offer B,Yes,29.23,Yes,Fiber Optic,30.0,No,Yes,Yes,No,Yes,No,No,Month-to-Month,No,Bank Withdrawal,94.6,5025.8,1519.96
246,246,59,Yes,,Yes,24.04,Yes,Fiber Optic,22.0,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.85,3089.6,769.28
247,247,56,No,,Yes,23.25,No,,,,,,,,,,One Year,Yes,Credit Card,20.65,958.1,976.5
248,248,26,Yes,Offer B,Yes,43.2,No,,,,,,,,,,One Year,No,Bank Withdrawal,19.9,942.95,2030.4
249,249,48,No,,Yes,37.79,No,Cable,25.0,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,49.85,365.55,302.32
250,250,58,No,,Yes,8.35,No,Cable,29.0,No,No,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Credit Card,60.95,629.55,83.5
251,251,24,No,,Yes,49.61,No,DSL,76.0,Yes,No,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,75.0,1908.35,1289.86
252,252,63,No,Offer C,Yes,45.7,No,,,,,,,,,,One Year,No,Credit Card,19.8,457.3,1188.2
253,253,49,No,Offer D,Yes,22.97,Yes,,,,,,,,,,Month-to-Month,Yes,Credit Card,24.85,493.4,505.34
254,254,80,Yes,Offer C,Yes,33.63,Yes,Fiber Optic,25.0,Yes,No,No,No,No,Yes,No,One Year,Yes,Bank Withdrawal,89.05,2177.45,840.75
255,255,58,No,Offer B,Yes,5.55,Yes,Fiber Optic,7.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,115.1,6993.65,338.55
256,256,45,No,Offer E,Yes,20.23,Yes,Fiber Optic,17.0,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,100.25,100.25,20.23
257,257,27,Yes,Offer B,Yes,21.07,No,Fiber Optic,46.0,Yes,Yes,Yes,No,Yes,No,No,One Year,Yes,Bank Withdrawal,93.5,4619.55,1074.57
258,258,70,Yes,,No,,,DSL,12.0,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,48.35,810.7,0.0
259,259,63,No,Offer B,Yes,8.08,Yes,Fiber Optic,21.0,Yes,Yes,No,Yes,No,Yes,Yes,One Year,No,Bank Withdrawal,102.0,6529.25,500.96
260,260,31,No,,Yes,24.16,No,,,,,,,,,,Month-to-Month,No,Credit Card,19.95,107.05,120.8
261,261,33,Yes,,No,,,Cable,22.0,Yes,No,Yes,Yes,No,No,No,Two Year,Yes,Credit Card,39.4,825.4,0.0
262,262,40,Yes,Offer D,Yes,29.92,No,Fiber Optic,21.0,Yes,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,84.05,1095.3,388.96
263,263,35,No,,Yes,24.72,Yes,Fiber Optic,29.0,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,79.5,2180.55,667.44
264,264,76,No,,No,,,DSL,26.0,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,25.8,25.8,0.0
265,265,51,Yes,,Yes,22.83,Yes,Cable,22.0,Yes,Yes,Yes,No,No,No,No,Two Year,No,Credit Card,65.65,4322.85,1529.61
266,266,63,No,,Yes,26.09,No,Fiber Optic,2.0,No,No,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,79.0,522.95,182.63
267,267,52,No,,Yes,41.21,Yes,Fiber Optic,6.0,No,No,No,No,Yes,No,No,Month-to-Month,No,Bank Withdrawal,83.15,2848.45,1442.35
268,268,40,Yes,,Yes,12.82,No,,,,,,,,,,Month-to-Month,No,Credit Card,19.35,275.9,205.12
269,269,28,Yes,Offer E,Yes,9.76,No,Cable,27.0,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,70.7,141.45,19.52
270,270,47,Yes,,Yes,15.66,No,Fiber Optic,24.0,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,103.75,3361.05,516.78
271,271,50,Yes,,Yes,19.23,Yes,,,,,,,,,,One Year,No,Credit Card,24.9,1595.5,1230.72
272,272,78,No,Offer B,Yes,34.0,Yes,DSL,3.0,Yes,No,Yes,No,No,No,No,Two Year,No,Bank Withdrawal,59.85,3103.25,1768.0
273,273,27,Yes,Offer D,Yes,46.47,No,,,,,,,,,,One Year,No,Credit Card,20.65,417.5,929.4
274,274,46,No,,Yes,2.74,No,,,,,,,,,,Month-to-Month,No,Mailed Check,19.9,320.45,41.1
275,275,30,No,,No,,,Cable,59.0,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,31.2,926.2,0.0
276,276,53,Yes,,Yes,17.33,No,DSL,13.0,No,Yes,Yes,Yes,No,Yes,Yes,One Year,No,Bank Withdrawal,70.25,2198.9,519.9
277,277,76,No,,Yes,19.11,No,Fiber Optic,8.0,Yes,No,Yes,Yes,No,Yes,No,Month-to-Month,Yes,Credit Card,96.3,1426.75,286.65
278,278,65,No,Offer E,No,,,DSL,4.0,No,No,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,29.4,221.9,0.0
279,279,25,Yes,,Yes,24.33,No,Fiber Optic,52.0,No,Yes,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,92.55,4779.45,1289.49
280,280,67,Yes,Offer C,Yes,16.43,Yes,Fiber Optic,20.0,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Credit Card,101.3,2812.2,460.04
281,281,45,Yes,,Yes,28.04,No,Fiber Optic,28.0,No,No,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.6,1601.5,504.72
282,282,46,Yes,,Yes,36.13,No,Cable,21.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,85.3,6129.2,2601.36
283,283,33,Yes,,Yes,3.51,Yes,Fiber Optic,28.0,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,102.1,5885.4,203.58
284,284,73,No,,Yes,19.03,Yes,Fiber Optic,24.0,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.05,1290.0,247.39
285,285,23,No,,Yes,34.42,Yes,Fiber Optic,42.0,No,Yes,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,89.75,552.65,206.52
286,286,35,Yes,,Yes,41.93,No,Fiber Optic,53.0,No,No,No,No,Yes,No,No,Month-to-Month,Yes,Credit Card,78.9,299.75,167.72
287,287,55,Yes,Offer C,Yes,42.14,No,DSL,19.0,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card,80.3,3058.65,1601.32
288,288,44,No,Offer E,Yes,47.19,No,,,,,,,,,,Month-to-Month,No,Mailed Check,20.75,141.1,330.33
289,289,44,No,Offer E,Yes,44.94,No,Fiber Optic,16.0,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,81.95,81.95,44.94
290,290,41,Yes,Offer B,Yes,33.22,Yes,Fiber Optic,29.0,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,103.15,4594.65,1528.12
291,291,73,Yes,,Yes,37.12,Yes,Fiber Optic,18.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,108.5,6991.9,2338.56
292,292,69,Yes,Offer A,Yes,5.27,No,DSL,9.0,Yes,Yes,Yes,Yes,Yes,No,No,Two Year,No,Bank Withdrawal,74.4,5360.75,379.44
293,293,39,Yes,Offer A,Yes,42.23,Yes,Fiber Optic,30.0,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.2,6936.85,2787.18
294,294,29,No,,No,,,DSL,73.0,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,25.2,25.2,0.0
295,295,36,Yes,,Yes,2.92,Yes,Fiber Optic,21.0,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,74.4,896.75,37.96
296,296,29,No,Offer D,Yes,44.43,Yes,Fiber Optic,41.0,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,100.75,1313.25,577.59
297,297,74,Yes,,Yes,46.11,Yes,DSL,20.0,No,Yes,Yes,Yes,No,Yes,No,One Year,Yes,Bank Withdrawal,72.9,5139.65,3273.81
298,298,58,Yes,Offer B,Yes,36.3,No,Fiber Optic,9.0,No,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,94.8,4690.65,1778.7
299,299,43,No,,Yes,16.82,No,Fiber Optic,26.0,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.25,1457.25,252.3
300,300,28,Yes,,Yes,13.58,Yes,DSL,51.0,No,Yes,Yes,No,Yes,No,No,One Year,No,Bank Withdrawal,68.5,2839.95,556.78
301,301,53,Yes,Offer E,Yes,1.57,No,,,,,,,,,,One Year,No,Credit Card,19.45,113.5,9.42
302,302,57,Yes,,Yes,27.41,Yes,DSL,10.0,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,55.05,2030.75,1014.17
303,303,28,Yes,,No,,,Cable,58.0,Yes,No,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,45.3,2145.0,0.0
304,304,31,No,,No,,,DSL,10.0,No,No,No,Yes,No,No,No,Month-to-Month,No,Credit Card,28.6,973.55,0.0
305,305,80,No,,Yes,14.89,No,Fiber Optic,20.0,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,69.7,560.85,119.12
306,306,56,No,,Yes,29.95,Yes,DSL,19.0,Yes,Yes,No,Yes,No,No,No,Two Year,Yes,Bank Withdrawal,61.9,619.0,299.5
307,307,61,Yes,,Yes,9.13,Yes,Fiber Optic,12.0,No,No,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,91.65,1301.0,127.82
308,308,38,Yes,Offer A,Yes,31.78,No,,,,,,,,,,Two Year,No,Credit Card,-3.0,1458.1,2224.6
309,309,41,No,Offer D,No,,,Cable,29.0,No,No,No,Yes,No,No,No,Two Year,Yes,Mailed Check,29.6,299.05,0.0
310,310,71,Yes,,Yes,21.67,Yes,Cable,6.0,Yes,No,No,Yes,No,No,No,One Year,Yes,Bank Withdrawal,60.05,3229.65,1148.51
311,311,45,No,,No,,,DSL,27.0,Yes,Yes,Yes,Yes,Yes,No,No,Two Year,No,Credit Card,54.85,916.15,0.0
312,312,79,No,,Yes,4.99,No,,,,,,,,,,Two Year,Yes,Bank Withdrawal,20.05,1198.05,319.36
313,313,44,No,,Yes,21.66,No,,,,,,,,,,One Year,No,Credit Card,20.3,595.05,584.82
314,314,51,Yes,,Yes,46.92,No,Fiber Optic,7.0,No,No,Yes,Yes,No,Yes,Yes,Month-to-Month,No,Credit Card,90.0,190.05,93.84
315,315,66,No,,Yes,1.78,No,Fiber Optic,7.0,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,74.5,606.55,14.24
316,316,31,No,,No,,,DSL,29.0,No,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,54.85,2191.7,0.0
317,317,32,No,,Yes,3.95,No,DSL,30.0,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,48.8,1054.6,86.9
318,318,25,No,,Yes,26.51,No,Cable,85.0,No,Yes,No,Yes,No,Yes,Yes,One Year,Yes,Credit Card,65.4,2498.4,954.36
319,319,48,No,,Yes,11.09,Yes,Fiber Optic,6.0,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,94.55,2724.6,299.43
320,320,33,No,Offer C,Yes,4.24,No,,,,,,,,,,Two Year,No,Credit Card,19.25,677.9,148.4
321,321,67,No,Offer B,Yes,11.23,No,DSL,30.0,Yes,No,Yes,Yes,Yes,No,No,Two Year,No,Bank Withdrawal,69.85,4003.0,640.11
322,322,51,No,,Yes,43.49,Yes,Cable,4.0,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,49.95,49.95,43.49
323,323,55,Yes,,Yes,33.63,Yes,,,,,,,,,,Two Year,No,Bank Withdrawal,25.25,1108.2,1412.46
324,324,21,No,,Yes,39.21,No,Fiber Optic,42.0,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Mailed Check,80.3,526.7,274.47
325,325,45,No,Offer D,Yes,27.6,No,,,,,,,,,,Two Year,No,Credit Card,19.6,397.0,579.6
326,326,22,Yes,Offer B,Yes,14.75,Yes,Fiber Optic,52.0,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.5,6487.2,914.5
327,327,35,Yes,,Yes,48.07,Yes,Fiber Optic,53.0,No,Yes,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,96.65,5580.8,2836.13
328,328,73,No,,Yes,5.57,No,Cable,24.0,Yes,No,Yes,No,Yes,No,No,Month-to-Month,No,Bank Withdrawal,66.4,94.55,11.14
329,329,75,Yes,Offer C,Yes,46.61,Yes,Fiber Optic,26.0,No,No,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,85.7,3171.15,1724.57
330,330,44,No,Offer D,Yes,17.23,No,,,,,,,,,,Two Year,No,Bank Withdrawal,19.35,212.3,206.76
331,331,46,No,Offer D,Yes,33.86,No,,,,,,,,,,Month-to-Month,Yes,Credit Card,18.9,347.65,677.2
332,332,78,Yes,Offer B,Yes,46.65,Yes,Fiber Optic,23.0,No,Yes,No,Yes,No,No,No,One Year,Yes,Bank Withdrawal,85.55,5251.75,2845.65
333,333,44,Yes,Offer A,No,,,DSL,16.0,Yes,Yes,Yes,Yes,No,No,No,Two Year,Yes,Bank Withdrawal,47.6,3377.8,0.0
334,334,75,Yes,,Yes,16.87,Yes,Fiber Optic,17.0,No,No,Yes,No,No,No,No,Two Year,Yes,Bank Withdrawal,80.8,457.1,101.22
335,335,79,Yes,,Yes,25.57,Yes,,,,,,,,,,Month-to-Month,No,Mailed Check,25.7,734.6,715.96
336,336,58,No,Offer D,Yes,34.07,No,DSL,28.0,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,45.65,747.2,613.26
337,337,37,Yes,Offer E,Yes,48.38,No,Fiber Optic,14.0,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,80.3,250.05,145.14
338,338,53,No,,Yes,2.32,No,,,,,,,,,,Two Year,Yes,Credit Card,19.85,810.45,95.12
339,339,23,No,,Yes,7.99,Yes,Fiber Optic,76.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,109.8,3587.25,271.66
340,340,20,No,,No,,,DSL,59.0,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,51.0,305.95,0.0
341,341,57,Yes,,Yes,46.06,No,,,,,,,,,,Month-to-Month,No,Credit Card,20.5,255.5,552.72
342,342,57,Yes,Offer A,Yes,42.67,Yes,DSL,24.0,Yes,No,Yes,Yes,No,No,No,Two Year,No,Credit Card,65.3,4759.75,2986.9
343,343,27,No,Offer B,Yes,30.6,No,Fiber Optic,59.0,Yes,Yes,Yes,No,Yes,No,No,One Year,Yes,Credit Card,95.65,4664.2,1407.6
344,344,44,No,Offer E,No,,,DSL,21.0,No,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Mailed Check,36.85,108.7,0.0
345,345,40,Yes,Offer B,Yes,3.78,Yes,Fiber Optic,27.0,No,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,105.25,5576.3,200.34
346,346,46,Yes,,Yes,5.69,No,,,,,,,,,,Month-to-Month,No,Mailed Check,19.85,573.05,165.01
347,347,56,Yes,,Yes,11.94,No,DSL,3.0,Yes,Yes,Yes,No,No,Yes,Yes,Two Year,No,Bank Withdrawal,70.95,4741.45,811.92
348,348,29,Yes,Offer C,Yes,40.25,No,Fiber Optic,19.0,No,Yes,No,No,Yes,No,No,Month-to-Month,Yes,Credit Card,86.3,3266.0,1569.75
349,349,23,Yes,,Yes,28.4,No,,,,,,,,,,One Year,No,Credit Card,20.1,579.4,937.2
350,350,64,No,Offer C,Yes,17.46,Yes,Fiber Optic,22.0,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.05,3810.55,646.02
351,351,56,Yes,Offer B,Yes,8.18,Yes,Fiber Optic,53.0,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.4,4613.95,400.82
